1670334797.511901059, 8.35252, 10.6155, 1.4884, -2.27723
1670334825.020497633, 8.36047, 10.6077, 1.4884, -2.28108
1670334825.145485073, 8.36877, 10.5994, 1.4884, -2.28025
1670334825.270922176, 8.37713, 10.591, 1.4884, -2.27918
1670334825.371066661, 8.38488, 10.5829, 1.4884, -2.27922
1670334825.471246754, 8.39191, 10.5756, 1.4884, -2.27943
1670334825.570980622, 8.39904, 10.5681, 1.4884, -2.27996
1670334825.671537475, 8.40641, 10.5604, 1.4884, -2.28102
1670334825.796292241, 8.41483, 10.5518, 1.4884, -2.28368
1670334825.896371189, 8.42231, 10.5433, 1.4884, -2.30226
1670334825.996906388, 8.42948, 10.5372, 1.4884, -2.35643
1670334826.071786769, 8.4343, 10.533, 1.4884, -2.41889
1670334826.172084881, 8.44091, 10.5261, 1.4884, -2.48601
1670334826.272446372, 8.44658, 10.5171, 1.4884, -2.48876
1670334826.372956891, 8.45132, 10.5063, 1.4884, -2.48714
1670334826.472939265, 8.45705, 10.4972, 1.4884, -2.48666
1670334826.572649868, 8.46306, 10.488, 1.4884, -2.48633
1670334826.673458112, 8.46994, 10.4782, 1.4884, -2.45616
1670334826.773259438, 8.47658, 10.4671, 1.4884, -2.40139
1670334826.873642575, 8.48325, 10.4584, 1.4884, -2.39934
1670334826.973855198, 8.49006, 10.45, 1.4884, -2.40211
1670334827.073647923, 8.4969, 10.4413, 1.4884, -2.40311
1670334827.174281012, 8.50387, 10.4326, 1.4884, -2.40317
1670334827.274499720, 8.51101, 10.4237, 1.4884, -2.40409
1670334827.374714244, 8.51803, 10.4163, 1.4884, -2.40663
1670334827.474831591, 8.52487, 10.4076, 1.4884, -2.40646
1670334827.574669110, 8.53191, 10.3987, 1.4884, -2.40709
1670334827.675048672, 8.53928, 10.3894, 1.4884, -2.40712
1670334827.774964780, 8.54634, 10.3805, 1.4884, -2.40566
1670334827.875477033, 8.55257, 10.3723, 1.4884, -2.40537
1670334827.975639357, 8.55999, 10.3632, 1.4884, -2.40423
1670334828.075805918, 8.56734, 10.3542, 1.4884, -2.40083
1670334828.175906888, 8.57475, 10.3451, 1.4884, -2.39629
1670334828.276134938, 8.58248, 10.3358, 1.4884, -2.39231
1670334828.376204249, 8.59011, 10.3272, 1.4884, -2.38702
1670334828.476328764, 8.59787, 10.3181, 1.4884, -2.38555
1670334828.576377839, 8.6056, 10.3091, 1.4884, -2.38508
1670334828.676436449, 8.61346, 10.2999, 1.4884, -2.38487
1670334828.776574344, 8.62139, 10.2908, 1.4884, -2.38458
1670334828.876479890, 8.62848, 10.282, 1.4884, -2.38592
1670334828.976504399, 8.63627, 10.273, 1.4884, -2.38679
1670334829.076342810, 8.64411, 10.2641, 1.4884, -2.38698
1670334829.176742084, 8.65185, 10.2552, 1.4884, -2.38815
1670334829.276652371, 8.65981, 10.2461, 1.4884, -2.38764
1670334829.376754099, 8.66732, 10.2385, 1.4884, -2.38712
1670334829.476577897, 8.67583, 10.2289, 1.4884, -2.38688
1670334829.576894811, 8.6841, 10.2196, 1.4884, -2.38751
1670334829.676985624, 8.69216, 10.2104, 1.4884, -2.38579
1670334829.777001733, 8.70026, 10.2012, 1.4884, -2.38531
1670334829.877049435, 8.70766, 10.1903, 1.4884, -2.3847
1670334829.977027256, 8.71593, 10.1811, 1.4884, -2.38238
1670334830.077212380, 8.72425, 10.1719, 1.4884, -2.38108
1670334830.177113636, 8.73266, 10.1626, 1.4884, -2.38015
1670334830.277205797, 8.74126, 10.1532, 1.4884, -2.37881
1670334830.377054791, 8.75114, 10.1442, 1.4884, -2.37773
1670334830.477418342, 8.7598, 10.1348, 1.4884, -2.37705
1670334830.577537660, 8.76851, 10.1253, 1.4884, -2.37639
1670334830.677591365, 8.77706, 10.1161, 1.4884, -2.37697
1670334830.777417403, 8.78568, 10.1067, 1.4884, -2.37693
1670334830.877526410, 8.79363, 10.0982, 1.4884, -2.37848
1670334830.977497829, 8.8024, 10.0886, 1.4884, -2.37895
1670334831.077723305, 8.81115, 10.0791, 1.4884, -2.38034
1670334831.177701931, 8.81946, 10.0701, 1.4884, -2.38127
1670334831.277526207, 8.82808, 10.0606, 1.4884, -2.38025
1670334831.402788752, 8.83986, 10.0471, 1.4884, -2.37882
1670334831.502928894, 8.84824, 10.0379, 1.4884, -2.37614
