1670334797.511901059, 8.38777, 10.6183, 0, -0.706433
1670334825.020497633, 8.39573, 10.6104, 0, -0.71028
1670334825.145485073, 8.40403, 10.6021, 0, -0.709449
1670334825.270922176, 8.41238, 10.5937, 0, -0.708379
1670334825.371066661, 8.42013, 10.5856, 0, -0.708422
1670334825.471246754, 8.42716, 10.5783, 0, -0.708637
1670334825.570980622, 8.4343, 10.5708, 0, -0.709162
1670334825.671537475, 8.44166, 10.5631, 0, -0.710227
1670334825.796292241, 8.45009, 10.5543, 0, -0.712884
1670334825.896371189, 8.45761, 10.5452, 0, -0.731459
1670334825.996906388, 8.46483, 10.5372, 0, -0.785639
1670334826.071786769, 8.46958, 10.5308, 0, -0.848092
1670334826.172084881, 8.47597, 10.5215, 0, -0.915213
1670334826.272446372, 8.48162, 10.5124, 0, -0.917964
1670334826.372956891, 8.48637, 10.5017, 0, -0.916346
1670334826.472939265, 8.49211, 10.4926, 0, -0.915859
1670334826.572649868, 8.49811, 10.4834, 0, -0.915535
1670334826.673458112, 8.50512, 10.4747, 0, -0.885368
1670334826.773259438, 8.5119, 10.4655, 0, -0.830593
1670334826.873642575, 8.51858, 10.4569, 0, -0.828541
1670334826.973855198, 8.52538, 10.4484, 0, -0.831312
1670334827.073647923, 8.53222, 10.4397, 0, -0.832319
1670334827.174281012, 8.53919, 10.431, 0, -0.832377
1670334827.274499720, 8.54633, 10.422, 0, -0.833292
1670334827.374714244, 8.55334, 10.4145, 0, -0.835837
1670334827.474831591, 8.56018, 10.4058, 0, -0.835662
1670334827.574669110, 8.56722, 10.3969, 0, -0.836299
1670334827.675048672, 8.57459, 10.3876, 0, -0.836327
1670334827.774964780, 8.58165, 10.3788, 0, -0.834864
1670334827.875477033, 8.58789, 10.3705, 0, -0.834577
1670334827.975639357, 8.5953, 10.3615, 0, -0.833432
1670334828.075805918, 8.60266, 10.3526, 0, -0.830035
1670334828.175906888, 8.61008, 10.3436, 0, -0.825496
1670334828.276134938, 8.61781, 10.3345, 0, -0.821518
1670334828.376204249, 8.62545, 10.3261, 0, -0.81622
1670334828.476328764, 8.63321, 10.317, 0, -0.814758
1670334828.576377839, 8.64094, 10.308, 0, -0.814287
1670334828.676436449, 8.6488, 10.2989, 0, -0.814079
1670334828.776574344, 8.65674, 10.2898, 0, -0.813788
1670334828.876479890, 8.66382, 10.2809, 0, -0.815121
1670334828.976504399, 8.67161, 10.2719, 0, -0.815991
1670334829.076342810, 8.67945, 10.263, 0, -0.816188
1670334829.176742084, 8.68719, 10.2541, 0, -0.817352
1670334829.276652371, 8.69515, 10.245, 0, -0.816848
1670334829.376754099, 8.70265, 10.2374, 0, -0.816319
1670334829.476577897, 8.71117, 10.2278, 0, -0.81608
1670334829.576894811, 8.71944, 10.2185, 0, -0.816717
