1670334797.511901059, 8.44102, 10.5728, 0.73, -0.706433
1670334825.020497633, 8.4488, 10.5647, 0.73, -0.71028
1670334825.145485073, 8.45714, 10.5565, 0.73, -0.709449
1670334825.270922176, 8.46554, 10.5481, 0.73, -0.708379
1670334825.371066661, 8.47328, 10.5401, 0.73, -0.708422
1670334825.471246754, 8.48031, 10.5327, 0.73, -0.708637
1670334825.570980622, 8.48742, 10.5252, 0.73, -0.709162
1670334825.671537475, 8.49474, 10.5174, 0.73, -0.710227
1670334825.796292241, 8.50304, 10.5085, 0.73, -0.712884
1670334825.896371189, 8.50971, 10.4985, 0.73, -0.731459
1670334825.996906388, 8.51432, 10.4877, 0.73, -0.785639
1670334826.071786769, 8.51588, 10.4783, 0.73, -0.848092
1670334826.172084881, 8.51864, 10.466, 0.73, -0.915213
1670334826.272446372, 8.52414, 10.4568, 0.73, -0.917964
1670334826.372956891, 8.52898, 10.4461, 0.73, -0.916346
1670334826.472939265, 8.53474, 10.4371, 0.73, -0.915859
1670334826.572649868, 8.54077, 10.4279, 0.73, -0.915535
1670334826.673458112, 8.54943, 10.4205, 0.73, -0.885368
1670334826.773259438, 8.55911, 10.4138, 0.73, -0.830593
1670334826.873642575, 8.56589, 10.4053, 0.73, -0.828541
1670334826.973855198, 8.57255, 10.3967, 0.73, -0.831312
1670334827.073647923, 8.57934, 10.3879, 0.73, -0.832319
1670334827.174281012, 8.58631, 10.3792, 0.73, -0.832377
1670334827.274499720, 8.5934, 10.3702, 0.73, -0.833292
1670334827.374714244, 8.60028, 10.3626, 0.73, -0.835837
1670334827.474831591, 8.60713, 10.3539, 0.73, -0.835662
1670334827.574669110, 8.61413, 10.3449, 0.73, -0.836299
1670334827.675048672, 8.6215, 10.3357, 0.73, -0.836327
1670334827.774964780, 8.62864, 10.3269, 0.73, -0.834864
1670334827.875477033, 8.63489, 10.3187, 0.73, -0.834577
1670334827.975639357, 8.64237, 10.3097, 0.73, -0.833432
1670334828.075805918, 8.6499, 10.3009, 0.73, -0.830035
1670334828.175906888, 8.65755, 10.2922, 0.73, -0.825496
1670334828.276134938, 8.66549, 10.2832, 0.73, -0.821518
1670334828.376204249, 8.6734, 10.2751, 0.73, -0.81622
1670334828.476328764, 8.68124, 10.2661, 0.73, -0.814758
1670334828.576377839, 8.68898, 10.2571, 0.73, -0.814287
1670334828.676436449, 8.69686, 10.248, 0.73, -0.814079
1670334828.776574344, 8.70481, 10.2389, 0.73, -0.813788
1670334828.876479890, 8.71182, 10.23, 0.73, -0.815121
1670334828.976504399, 8.71957, 10.221, 0.73, -0.815991
1670334829.076342810, 8.7274, 10.212, 0.73, -0.816188
1670334829.176742084, 8.73508, 10.203, 0.73, -0.817352
1670334829.276652371, 8.74306, 10.194, 0.73, -0.816848
1670334829.376754099, 8.7506, 10.1864, 0.73, -0.816319
1670334829.476577897, 8.75913, 10.1768, 0.73, -0.81608
1670334829.576894811, 8.76736, 10.1674, 0.73, -0.816717
1670334829.676985624, 8.77551, 10.1584, 0.73, -0.81499
1670334829.777001733, 8.78363, 10.1493, 0.73, -0.814511
1670334829.877049435, 8.79107, 10.1384, 0.73, -0.813903
1670334829.977027256, 8.79946, 10.1294, 0.73, -0.811585
1670334830.077212380, 8.80785, 10.1203, 0.73, -0.810285
1670334830.177113636, 8.81631, 10.1111, 0.73, -0.809353
1670334830.277205797, 8.82497, 10.1018, 0.73, -0.808013
1670334830.377054791, 8.83491, 10.0929, 0.73, -0.806929
1670334830.477418342, 8.8436, 10.0835, 0.73, -0.806256
1670334830.577537660, 8.85234, 10.0741, 0.73, -0.805593
1670334830.677591365, 8.86086, 10.0648, 0.73, -0.806172
1670334830.777417403, 8.86949, 10.0554, 0.73, -0.806129
1670334830.877526410, 8.87736, 10.0468, 0.73, -0.807679
1670334830.977497829, 8.88611, 10.0372, 0.73, -0.808152
1670334831.077723305, 8.89478, 10.0276, 0.73, -0.809543
1670334831.177701931, 8.90305, 10.0184, 0.73, -0.810478
1670334831.277526207, 8.91172, 10.0091, 0.73, -0.809453
1670334831.402788752, 8.92357, 9.99574, 0.73, -0.808027
1670334831.502928894, 8.93208, 9.98669, 0.73, -0.805341
1670334831.602818455, 8.94066, 9.9774, 0.73, -0.80511
1670334831.702638267, 8.94967, 9.96772, 0.73, -0.804242
1670334831.803077840, 8.95849, 9.95854, 0.73, -0.801142
1670334831.903033226, 8.96804, 9.95067, 0.73, -0.794921
1670334832.003318076, 8.97777, 9.94163, 0.73, -0.783954
1670334832.103507041, 8.98747, 9.93295, 0.73, -0.771175
1670334832.202918594, 8.99675, 9.92437, 0.73, -0.76424
1670334832.303407668, 9.00641, 9.91545, 0.73, -0.757122
1670334832.403697950, 9.0148, 9.90618, 0.73, -0.748686
1670334832.503121878, 9.02452, 9.89746, 0.73, -0.743039
1670334832.603583627, 9.03448, 9.88875, 0.73, -0.736539
1670334832.678779174, 9.04218, 9.88232, 0.73, -0.729043
1670334832.778913041, 9.05238, 9.8742, 0.73, -0.717373
1670334832.878936858, 9.06434, 9.86687, 0.73, -0.706122
1670334832.954047362, 9.0722, 9.86049, 0.73, -0.700332
1670334833.028798393, 9.08023, 9.85398, 0.73, -0.695046
1670334833.128593247, 9.09065, 9.84591, 0.73, -0.687508
1670334833.204146213, 9.09914, 9.8402, 0.73, -0.672588
1670334833.303964015, 9.10971, 9.83215, 0.73, -0.656366
1670334833.379225507, 9.11763, 9.8262, 0.73, -0.65282
1670334833.479176909, 9.12823, 9.8185, 0.73, -0.646587
1670334833.579375420, 9.13877, 9.8106, 0.73, -0.644255
1670334833.654484322, 9.14692, 9.80436, 0.73, -0.643763
1670334833.729121523, 9.15488, 9.79801, 0.73, -0.6401
1670334833.829870944, 9.16523, 9.79032, 0.73, -0.638104
1670334833.904674100, 9.1733, 9.78416, 0.73, -0.637942
1670334834.005148484, 9.18385, 9.77627, 0.73, -0.636855
1670334834.105257205, 9.1943, 9.76829, 0.73, -0.637982
1670334834.179873047, 9.20269, 9.76234, 0.73, -0.639259
1670334834.255214435, 9.21099, 9.7561, 0.73, -0.638041
1670334834.330296399, 9.21936, 9.74976, 0.73, -0.637641
1670334834.405457935, 9.22757, 9.74341, 0.73, -0.639052
1670334834.480526207, 9.23572, 9.73732, 0.73, -0.637667
1670334834.555708595, 9.24438, 9.73043, 0.73, -0.638546
1670334834.630953462, 9.25263, 9.72413, 0.73, -0.638637
1670334834.706231147, 9.26106, 9.71772, 0.73, -0.638294
1670334834.781028316, 9.26965, 9.71121, 0.73, -0.638015
1670334834.856204451, 9.27804, 9.70505, 0.73, -0.635473
1670334834.931420996, 9.28556, 9.69901, 0.73, -0.633296
1670334835.006644017, 9.29393, 9.69276, 0.73, -0.632869
1670334835.081435644, 9.30209, 9.68668, 0.73, -0.632165
1670334835.156539547, 9.31066, 9.68032, 0.73, -0.631163
1670334835.231853365, 9.31931, 9.67392, 0.73, -0.630694
1670334835.306975704, 9.32833, 9.6685, 0.73, -0.62894
1670334835.381796695, 9.33657, 9.66238, 0.73, -0.628374
1670334835.457021334, 9.3452, 9.65599, 0.73, -0.627861
1670334835.532291462, 9.35337, 9.64988, 0.73, -0.62792
1670334835.606969027, 9.36154, 9.64376, 0.73, -0.627753
1670334835.681990879, 9.36967, 9.63677, 0.73, -0.629282
1670334835.757594551, 9.37816, 9.63036, 0.73, -0.630194
1670334835.832471819, 9.38648, 9.6241, 0.73, -0.630254
1670334835.907724011, 9.39484, 9.61782, 0.73, -0.630564
1670334835.982941996, 9.40348, 9.61154, 0.73, -0.628754
1670334836.057784401, 9.41197, 9.6057, 0.73, -0.62486
1670334836.133110887, 9.42066, 9.59944, 0.73, -0.622727
1670334836.208302294, 9.42887, 9.59341, 0.73, -0.622653
1670334836.283113312, 9.43736, 9.58722, 0.73, -0.622236
